Date,Year,Month,Hour Ending,Electricity Price
2012-02-26 00:00:00,2012,2,24,18.55
2012-02-27 00:00:00,2012,2,1,16.4
2012-02-27 00:00:00,2012,2,2,18.09
2012-02-27 00:00:00,2012,2,3,18.36
2012-02-27 00:00:00,2012,2,4,18.58
2012-02-27 00:00:00,2012,2,5,20.24
2012-02-27 00:00:00,2012,2,6,23.1
2012-02-27 00:00:00,2012,2,7,29.96
2012-02-27 00:00:00,2012,2,8,37.72
2012-02-27 00:00:00,2012,2,9,42.94
2012-02-27 00:00:00,2012,2,10,46.37
2012-02-27 00:00:00,2012,2,11,43.61
2012-02-27 00:00:00,2012,2,12,27.87
2012-02-27 00:00:00,2012,2,13,25.3
2012-02-27 00:00:00,2012,2,14,37
2012-02-27 00:00:00,2012,2,15,44.8
2012-02-27 00:00:00,2012,2,16,52.34
2012-02-27 00:00:00,2012,2,17,41.53
2012-02-27 00:00:00,2012,2,18,28.76
2012-02-27 00:00:00,2012,2,19,29.37
2012-02-27 00:00:00,2012,2,20,40.55
2012-02-27 00:00:00,2012,2,21,30.18
2012-02-27 00:00:00,2012,2,22,37.82
2012-02-27 00:00:00,2012,2,23,37.85
2012-02-27 00:00:00,2012,2,24,25.82
2012-02-28 00:00:00,2012,2,1,22.07
2012-02-28 00:00:00,2012,2,2,19.67
2012-02-28 00:00:00,2012,2,3,19.38
2012-02-28 00:00:00,2012,2,4,20.54
2012-02-28 00:00:00,2012,2,5,20.4
2012-02-28 00:00:00,2012,2,6,20.02
2012-02-28 00:00:00,2012,2,7,23.96
2012-02-28 00:00:00,2012,2,8,30.06
2012-02-28 00:00:00,2012,2,9,28.3
2012-02-28 00:00:00,2012,2,10,25.96
2012-02-28 00:00:00,2012,2,11,24.78
2012-02-28 00:00:00,2012,2,12,22.17
2012-02-28 00:00:00,2012,2,13,22.31
2012-02-28 00:00:00,2012,2,14,25.33
2012-02-28 00:00:00,2012,2,15,23.2
2012-02-28 00:00:00,2012,2,16,21.17
2012-02-28 00:00:00,2012,2,17,23.28
2012-02-28 00:00:00,2012,2,18,26.03
2012-02-28 00:00:00,2012,2,19,43.95
2012-02-28 00:00:00,2012,2,20,26.35
2012-02-28 00:00:00,2012,2,21,28.15
2012-02-28 00:00:00,2012,2,22,28.31
2012-02-28 00:00:00,2012,2,23,22.1
2012-02-28 00:00:00,2012,2,24,16.76
2012-02-29 00:00:00,2012,2,1,21.09
2012-02-29 00:00:00,2012,2,2,17.83
2012-02-29 00:00:00,2012,2,3,18.91
2012-02-29 00:00:00,2012,2,4,20.53
2012-02-29 00:00:00,2012,2,5,21.67
2012-02-29 00:00:00,2012,2,6,21.73
2012-02-29 00:00:00,2012,2,7,25.62
2012-02-29 00:00:00,2012,2,8,46.39
2012-02-29 00:00:00,2012,2,9,24.87
2012-02-29 00:00:00,2012,2,10,23.13
2012-02-29 00:00:00,2012,2,11,21.99
2012-02-29 00:00:00,2012,2,12,20.93
2012-02-29 00:00:00,2012,2,13,19.77
2012-02-29 00:00:00,2012,2,14,18.27
2012-02-29 00:00:00,2012,2,15,19.79
2012-02-29 00:00:00,2012,2,16,20.16
2012-02-29 00:00:00,2012,2,17,22.12
2012-02-29 00:00:00,2012,2,18,23.87
2012-02-29 00:00:00,2012,2,19,30.15
2012-02-29 00:00:00,2012,2,20,26.51
2012-02-29 00:00:00,2012,2,21,25.31
2012-02-29 00:00:00,2012,2,22,27.04
2012-02-29 00:00:00,2012,2,23,26.49
2012-02-29 00:00:00,2012,2,24,20.8
2012-03-01 00:00:00,2012,3,1,20.61
2012-03-01 00:00:00,2012,3,2,21.5
2012-03-01 00:00:00,2012,3,3,22.89
2012-03-01 00:00:00,2012,3,4,23.28
2012-03-01 00:00:00,2012,3,5,23.22
2012-03-01 00:00:00,2012,3,6,24.5
2012-03-01 00:00:00,2012,3,7,25.16
2012-03-01 00:00:00,2012,3,8,25.25
2012-03-01 00:00:00,2012,3,9,24.7
2012-03-01 00:00:00,2012,3,10,22.48
2012-03-01 00:00:00,2012,3,11,21.79
2012-03-01 00:00:00,2012,3,12,21.23
2012-03-01 00:00:00,2012,3,13,21.57
2012-03-01 00:00:00,2012,3,14,21.69
2012-03-01 00:00:00,2012,3,15,17.42
2012-03-01 00:00:00,2012,3,16,19.9
2012-03-01 00:00:00,2012,3,17,19.24
2012-03-01 00:00:00,2012,3,18,17.52
2012-03-01 00:00:00,2012,3,19,24.95
2012-03-01 00:00:00,2012,3,20,24.16
2012-03-01 00:00:00,2012,3,21,23.11
2012-03-01 00:00:00,2012,3,22,21.64
2012-03-01 00:00:00,2012,3,23,25.39
2012-03-01 00:00:00,2012,3,24,19.97
2012-03-02 00:00:00,2012,3,1,19.36
2012-03-02 00:00:00,2012,3,2,17.6
2012-03-02 00:00:00,2012,3,3,18.37
2012-03-02 00:00:00,2012,3,4,19.97
2012-03-02 00:00:00,2012,3,5,26.61
2012-03-02 00:00:00,2012,3,6,28.15
2012-03-02 00:00:00,2012,3,7,24.75
2012-03-02 00:00:00,2012,3,8,29.12
2012-03-02 00:00:00,2012,3,9,30.51
2012-03-02 00:00:00,2012,3,10,18.35
2012-03-02 00:00:00,2012,3,11,19.27
2012-03-02 00:00:00,2012,3,12,20.25
2012-03-02 00:00:00,2012,3,13,19.69
2012-03-02 00:00:00,2012,3,14,19.87
2012-03-02 00:00:00,2012,3,15,19.34
2012-03-02 00:00:00,2012,3,16,20.15
2012-03-02 00:00:00,2012,3,17,20.38
2012-03-02 00:00:00,2012,3,18,24.04
2012-03-02 00:00:00,2012,3,19,26.47
2012-03-02 00:00:00,2012,3,20,26.08
2012-03-02 00:00:00,2012,3,21,22.39
2012-03-02 00:00:00,2012,3,22,30.59
2012-03-02 00:00:00,2012,3,23,30.08
2012-03-02 00:00:00,2012,3,24,25.08
2012-03-03 00:00:00,2012,3,1,22.81
2012-03-03 00:00:00,2012,3,2,19.37
2012-03-03 00:00:00,2012,3,3,19.35
2012-03-03 00:00:00,2012,3,4,18.76
2012-03-03 00:00:00,2012,3,5,21.27
2012-03-03 00:00:00,2012,3,6,19.15
2012-03-03 00:00:00,2012,3,7,18.05
2012-03-03 00:00:00,2012,3,8,17.9
2012-03-03 00:00:00,2012,3,9,19.21
2012-03-03 00:00:00,2012,3,10,18.68
2012-03-03 00:00:00,2012,3,11,18.76
2012-03-03 00:00:00,2012,3,12,18.51
2012-03-03 00:00:00,2012,3,13,18.3
2012-03-03 00:00:00,2012,3,14,17.24
2012-03-03 00:00:00,2012,3,15,16.74
2012-03-03 00:00:00,2012,3,16,16.92
2012-03-03 00:00:00,2012,3,17,17.42
2012-03-03 00:00:00,2012,3,18,19.22
2012-03-03 00:00:00,2012,3,19,21.6
2012-03-03 00:00:00,2012,3,20,22.9
2012-03-03 00:00:00,2012,3,21,20
2012-03-03 00:00:00,2012,3,22,19.3
2012-03-03 00:00:00,2012,3,23,22.35
2012-03-03 00:00:00,2012,3,24,21.77
2012-03-04 00:00:00,2012,3,1,18.83
2012-03-04 00:00:00,2012,3,2,18.9
2012-03-04 00:00:00,2012,3,3,18.61
2012-03-04 00:00:00,2012,3,4,18.55
2012-03-04 00:00:00,2012,3,5,18.11
2012-03-04 00:00:00,2012,3,6,18.49
2012-03-04 00:00:00,2012,3,7,20.69
2012-03-04 00:00:00,2012,3,8,23.73
2012-03-04 00:00:00,2012,3,9,20.08
2012-03-04 00:00:00,2012,3,10,21.97
2012-03-04 00:00:00,2012,3,11,21.62
2012-03-04 00:00:00,2012,3,12,20.49
2012-03-04 00:00:00,2012,3,13,21.11
2012-03-04 00:00:00,2012,3,14,22.18
2012-03-04 00:00:00,2012,3,15,21.27
2012-03-04 00:00:00,2012,3,16,20.55
2012-03-04 00:00:00,2012,3,17,20.22
2012-03-04 00:00:00,2012,3,18,26.31
2012-03-04 00:00:00,2012,3,19,27.29
2012-03-04 00:00:00,2012,3,20,26.38
2012-03-04 00:00:00,2012,3,21,30.15
2012-03-04 00:00:00,2012,3,22,23.74
2012-03-04 00:00:00,2012,3,23,19.81
2012-03-04 00:00:00,2012,3,24,16.78
2012-03-05 00:00:00,2012,3,1,15.57
2012-03-05 00:00:00,2012,3,2,13.63
2012-03-05 00:00:00,2012,3,3,7.11
2012-03-05 00:00:00,2012,3,4,16.76
2012-03-05 00:00:00,2012,3,5,17.63
2012-03-05 00:00:00,2012,3,6,21.36
2012-03-05 00:00:00,2012,3,7,18.53
2012-03-05 00:00:00,2012,3,8,19.64
2012-03-05 00:00:00,2012,3,9,21.24
2012-03-05 00:00:00,2012,3,10,21.97
2012-03-05 00:00:00,2012,3,11,26.76
2012-03-05 00:00:00,2012,3,12,36.72
2012-03-05 00:00:00,2012,3,13,25.12
2012-03-05 00:00:00,2012,3,14,25.74
2012-03-05 00:00:00,2012,3,15,25.22
2012-03-05 00:00:00,2012,3,16,19.68
2012-03-05 00:00:00,2012,3,17,19.3
2012-03-05 00:00:00,2012,3,18,18.82
2012-03-05 00:00:00,2012,3,19,23.03
2012-03-05 00:00:00,2012,3,20,21.13
2012-03-05 00:00:00,2012,3,21,18.85
2012-03-05 00:00:00,2012,3,22,18.06
2012-03-05 00:00:00,2012,3,23,18.37
2012-03-05 00:00:00,2012,3,24,-3.35
2012-03-06 00:00:00,2012,3,1,13.28
2012-03-06 00:00:00,2012,3,2,14.09
2012-03-06 00:00:00,2012,3,3,16.5
2012-03-06 00:00:00,2012,3,4,16.15
2012-03-06 00:00:00,2012,3,5,16.87
2012-03-06 00:00:00,2012,3,6,13.55
2012-03-06 00:00:00,2012,3,7,3.88
2012-03-06 00:00:00,2012,3,8,18.11
2012-03-06 00:00:00,2012,3,9,16.6
2012-03-06 00:00:00,2012,3,10,16.5
2012-03-06 00:00:00,2012,3,11,17.69
2012-03-06 00:00:00,2012,3,12,19.53
2012-03-06 00:00:00,2012,3,13,19.4
2012-03-06 00:00:00,2012,3,14,17.73
2012-03-06 00:00:00,2012,3,15,16.75
2012-03-06 00:00:00,2012,3,16,16.9
2012-03-06 00:00:00,2012,3,17,16.4
2012-03-06 00:00:00,2012,3,18,17.46
2012-03-06 00:00:00,2012,3,19,23.44
2012-03-06 00:00:00,2012,3,20,20.49
2012-03-06 00:00:00,2012,3,21,21.13
2012-03-06 00:00:00,2012,3,22,22.49
2012-03-06 00:00:00,2012,3,23,20.16
2012-03-06 00:00:00,2012,3,24,24.63
2012-03-07 00:00:00,2012,3,1,24.09
2012-03-07 00:00:00,2012,3,2,21.01
2012-03-07 00:00:00,2012,3,3,23.4
2012-03-07 00:00:00,2012,3,4,25.98
2012-03-07 00:00:00,2012,3,5,34.6
2012-03-07 00:00:00,2012,3,6,168.74
2012-03-07 00:00:00,2012,3,7,31.8
2012-03-07 00:00:00,2012,3,8,32.64
2012-03-07 00:00:00,2012,3,9,22.09
2012-03-07 00:00:00,2012,3,10,19.53
2012-03-07 00:00:00,2012,3,11,19.3
2012-03-07 00:00:00,2012,3,12,19.42
2012-03-07 00:00:00,2012,3,13,20.1
2012-03-07 00:00:00,2012,3,14,21.81
2012-03-07 00:00:00,2012,3,15,19.34
2012-03-07 00:00:00,2012,3,16,19.29
2012-03-07 00:00:00,2012,3,17,20.4
2012-03-07 00:00:00,2012,3,18,23.12
2012-03-07 00:00:00,2012,3,19,30.82
2012-03-07 00:00:00,2012,3,20,36.18
2012-03-07 00:00:00,2012,3,21,37.16
2012-03-07 00:00:00,2012,3,22,34.07
2012-03-07 00:00:00,2012,3,23,28.95
2012-03-07 00:00:00,2012,3,24,20.26
2012-03-08 00:00:00,2012,3,1,19.47
2012-03-08 00:00:00,2012,3,2,21.33
2012-03-08 00:00:00,2012,3,3,20.55
2012-03-08 00:00:00,2012,3,4,20.53
2012-03-08 00:00:00,2012,3,5,20.12
2012-03-08 00:00:00,2012,3,6,21.73
2012-03-08 00:00:00,2012,3,7,30.74
2012-03-08 00:00:00,2012,3,8,38.45
2012-03-08 00:00:00,2012,3,9,25.84
2012-03-08 00:00:00,2012,3,10,20.78
2012-03-08 00:00:00,2012,3,11,23.25
2012-03-08 00:00:00,2012,3,12,20.18
2012-03-08 00:00:00,2012,3,13,18.89
2012-03-08 00:00:00,2012,3,14,19.48
2012-03-08 00:00:00,2012,3,15,18.06
2012-03-08 00:00:00,2012,3,16,18.46
2012-03-08 00:00:00,2012,3,17,19.11
2012-03-08 00:00:00,2012,3,18,23.48
2012-03-08 00:00:00,2012,3,19,23.97
2012-03-08 00:00:00,2012,3,20,22.44
2012-03-08 00:00:00,2012,3,21,23.54
2012-03-08 00:00:00,2012,3,22,30.48
2012-03-08 00:00:00,2012,3,23,21.02
2012-03-08 00:00:00,2012,3,24,18.26
2012-03-09 00:00:00,2012,3,1,17.38
2012-03-09 00:00:00,2012,3,2,16.08
2012-03-09 00:00:00,2012,3,3,16.79
2012-03-09 00:00:00,2012,3,4,17.24
2012-03-09 00:00:00,2012,3,5,16.84
2012-03-09 00:00:00,2012,3,6,20.95
2012-03-09 00:00:00,2012,3,7,18.63
2012-03-09 00:00:00,2012,3,8,21.85
2012-03-09 00:00:00,2012,3,9,18.66
2012-03-09 00:00:00,2012,3,10,20.94
2012-03-09 00:00:00,2012,3,11,22.61
2012-03-09 00:00:00,2012,3,12,20.75
2012-03-09 00:00:00,2012,3,13,20.76
2012-03-09 00:00:00,2012,3,14,21.6
2012-03-09 00:00:00,2012,3,15,21.24
2012-03-09 00:00:00,2012,3,16,21.91
2012-03-09 00:00:00,2012,3,17,46.67
2012-03-09 00:00:00,2012,3,18,20.84
2012-03-09 00:00:00,2012,3,19,23.53
2012-03-09 00:00:00,2012,3,20,17.8
2012-03-09 00:00:00,2012,3,21,19.55
2012-03-09 00:00:00,2012,3,22,18.22
2012-03-09 00:00:00,2012,3,23,18.83
2012-03-09 00:00:00,2012,3,24,16.35
2012-03-10 00:00:00,2012,3,1,5.75
2012-03-10 00:00:00,2012,3,2,12.5
2012-03-10 00:00:00,2012,3,3,12.08
2012-03-10 00:00:00,2012,3,4,-15.08
2012-03-10 00:00:00,2012,3,5,16.41
2012-03-10 00:00:00,2012,3,6,8.73
2012-03-10 00:00:00,2012,3,7,-23.15
2012-03-10 00:00:00,2012,3,8,6.78
2012-03-10 00:00:00,2012,3,9,15.08
2012-03-10 00:00:00,2012,3,10,15.13
2012-03-10 00:00:00,2012,3,11,15.98
2012-03-10 00:00:00,2012,3,12,17.23
2012-03-10 00:00:00,2012,3,13,17.28
2012-03-10 00:00:00,2012,3,14,17
2012-03-10 00:00:00,2012,3,15,15.2
2012-03-10 00:00:00,2012,3,16,15.49
2012-03-10 00:00:00,2012,3,17,12.96
2012-03-10 00:00:00,2012,3,18,18.26
2012-03-10 00:00:00,2012,3,19,105.83
2012-03-10 00:00:00,2012,3,20,21.51
2012-03-10 00:00:00,2012,3,21,20.2
2012-03-10 00:00:00,2012,3,22,18.54
2012-03-10 00:00:00,2012,3,23,18.85
2012-03-10 00:00:00,2012,3,24,18.33
2012-03-11 00:00:00,2012,3,1,17.27
2012-03-11 00:00:00,2012,3,2,16.99
2012-03-11 00:00:00,2012,3,4,16.19
2012-03-11 00:00:00,2012,3,5,15.61
2012-03-11 00:00:00,2012,3,6,17.33
2012-03-11 00:00:00,2012,3,7,-1.24
2012-03-11 00:00:00,2012,3,8,11.95
2012-03-11 00:00:00,2012,3,9,15.76
2012-03-11 00:00:00,2012,3,10,16.29
2012-03-11 00:00:00,2012,3,11,19
2012-03-11 00:00:00,2012,3,12,17.02
2012-03-11 00:00:00,2012,3,13,19.31
2012-03-11 00:00:00,2012,3,14,16.71
2012-03-11 00:00:00,2012,3,15,16.48
2012-03-11 00:00:00,2012,3,16,14.97
2012-03-11 00:00:00,2012,3,17,12.87
2012-03-11 00:00:00,2012,3,18,14.56
2012-03-11 00:00:00,2012,3,19,18.06
2012-03-11 00:00:00,2012,3,20,25.85
2012-03-11 00:00:00,2012,3,21,21.13
2012-03-11 00:00:00,2012,3,22,32.81
2012-03-11 00:00:00,2012,3,23,25.63
2012-03-11 00:00:00,2012,3,24,10.67
2012-03-12 00:00:00,2012,3,1,-35.79
2012-03-12 00:00:00,2012,3,2,-41.27
2012-03-12 00:00:00,2012,3,3,11.89
2012-03-12 00:00:00,2012,3,4,12.1
2012-03-12 00:00:00,2012,3,5,11.98
2012-03-12 00:00:00,2012,3,6,19.89
2012-03-12 00:00:00,2012,3,7,25.29
2012-03-12 00:00:00,2012,3,8,24.25
2012-03-12 00:00:00,2012,3,9,31.2
2012-03-12 00:00:00,2012,3,10,36.8
2012-03-12 00:00:00,2012,3,11,31.57
2012-03-12 00:00:00,2012,3,12,30.7
2012-03-12 00:00:00,2012,3,13,29.33
2012-03-12 00:00:00,2012,3,14,25.85
2012-03-12 00:00:00,2012,3,15,27.29
2012-03-12 00:00:00,2012,3,16,22.33
2012-03-12 00:00:00,2012,3,17,19.95
2012-03-12 00:00:00,2012,3,18,18.54
2012-03-12 00:00:00,2012,3,19,19.12
2012-03-12 00:00:00,2012,3,20,23.81
2012-03-12 00:00:00,2012,3,21,23.64
2012-03-12 00:00:00,2012,3,22,27.05
2012-03-12 00:00:00,2012,3,23,20.47
2012-03-12 00:00:00,2012,3,24,18.27
2012-03-13 00:00:00,2012,3,1,19.12
2012-03-13 00:00:00,2012,3,2,19.44
2012-03-13 00:00:00,2012,3,3,18.76
2012-03-13 00:00:00,2012,3,4,15.43
2012-03-13 00:00:00,2012,3,5,18.17
2012-03-13 00:00:00,2012,3,6,17.09
2012-03-13 00:00:00,2012,3,7,35.3
2012-03-13 00:00:00,2012,3,8,27.97
2012-03-13 00:00:00,2012,3,9,33.38
2012-03-13 00:00:00,2012,3,10,31.9
2012-03-13 00:00:00,2012,3,11,24.37
2012-03-13 00:00:00,2012,3,12,22.67
2012-03-13 00:00:00,2012,3,13,18.41
2012-03-13 00:00:00,2012,3,14,16.84
2012-03-13 00:00:00,2012,3,15,17.57
2012-03-13 00:00:00,2012,3,16,20.3
2012-03-13 00:00:00,2012,3,17,18.58
2012-03-13 00:00:00,2012,3,18,20.76
2012-03-13 00:00:00,2012,3,19,21.04
2012-03-13 00:00:00,2012,3,20,24.76
2012-03-13 00:00:00,2012,3,21,26.18
2012-03-13 00:00:00,2012,3,22,24.76
2012-03-13 00:00:00,2012,3,23,67.61
2012-03-13 00:00:00,2012,3,24,10.34
2012-03-14 00:00:00,2012,3,1,17.71
2012-03-14 00:00:00,2012,3,2,18.48
2012-03-14 00:00:00,2012,3,3,17.33
2012-03-14 00:00:00,2012,3,4,16.62
2012-03-14 00:00:00,2012,3,5,19.57
2012-03-14 00:00:00,2012,3,6,20.91
2012-03-14 00:00:00,2012,3,7,19.07
2012-03-14 00:00:00,2012,3,8,17.44
2012-03-14 00:00:00,2012,3,9,21.56
2012-03-14 00:00:00,2012,3,10,182.78
2012-03-14 00:00:00,2012,3,11,27.72
2012-03-14 00:00:00,2012,3,12,26.01
2012-03-14 00:00:00,2012,3,13,20.12
2012-03-14 00:00:00,2012,3,14,42.49
2012-03-14 00:00:00,2012,3,15,20.24
2012-03-14 00:00:00,2012,3,16,21.66
2012-03-14 00:00:00,2012,3,17,20.12
2012-03-14 00:00:00,2012,3,18,20.69
2012-03-14 00:00:00,2012,3,19,19.94
2012-03-14 00:00:00,2012,3,20,33.5
2012-03-14 00:00:00,2012,3,21,20.77
2012-03-14 00:00:00,2012,3,22,20.55
2012-03-14 00:00:00,2012,3,23,25.39
2012-03-14 00:00:00,2012,3,24,17.26
2012-03-15 00:00:00,2012,3,1,15.82
2012-03-15 00:00:00,2012,3,2,16.1
2012-03-15 00:00:00,2012,3,3,-16.11
2012-03-15 00:00:00,2012,3,4,14.81
2012-03-15 00:00:00,2012,3,5,15.24
2012-03-15 00:00:00,2012,3,6,17.28
2012-03-15 00:00:00,2012,3,7,13.57
2012-03-15 00:00:00,2012,3,8,16.73
2012-03-15 00:00:00,2012,3,9,19.12
2012-03-15 00:00:00,2012,3,10,21.11
2012-03-15 00:00:00,2012,3,11,18.75
2012-03-15 00:00:00,2012,3,12,2.39
2012-03-15 00:00:00,2012,3,13,-62.37
2012-03-15 00:00:00,2012,3,14,18.57
2012-03-15 00:00:00,2012,3,15,19.61
2012-03-15 00:00:00,2012,3,16,18.29
2012-03-15 00:00:00,2012,3,17,17.86
2012-03-15 00:00:00,2012,3,18,18.7
2012-03-15 00:00:00,2012,3,19,18.09
2012-03-15 00:00:00,2012,3,20,30.85
2012-03-15 00:00:00,2012,3,21,24.72
2012-03-15 00:00:00,2012,3,22,22.75
2012-03-15 00:00:00,2012,3,23,20.37
2012-03-15 00:00:00,2012,3,24,14.47
2012-03-16 00:00:00,2012,3,1,16.24
2012-03-16 00:00:00,2012,3,2,8.81
2012-03-16 00:00:00,2012,3,3,11.86
2012-03-16 00:00:00,2012,3,4,16.26
2012-03-16 00:00:00,2012,3,5,14.87
2012-03-16 00:00:00,2012,3,6,14.57
2012-03-16 00:00:00,2012,3,7,24.37
2012-03-16 00:00:00,2012,3,8,20.64
2012-03-16 00:00:00,2012,3,9,22.96
2012-03-16 00:00:00,2012,3,10,22.13
2012-03-16 00:00:00,2012,3,11,17.94
2012-03-16 00:00:00,2012,3,12,17.94
2012-03-16 00:00:00,2012,3,13,16.49
2012-03-16 00:00:00,2012,3,14,19.6
2012-03-16 00:00:00,2012,3,15,20.97
2012-03-16 00:00:00,2012,3,16,21.03
2012-03-16 00:00:00,2012,3,17,19.46
2012-03-16 00:00:00,2012,3,18,19.86
2012-03-16 00:00:00,2012,3,19,20.41
2012-03-16 00:00:00,2012,3,20,26.03
2012-03-16 00:00:00,2012,3,21,18.47
2012-03-16 00:00:00,2012,3,22,20.96
2012-03-16 00:00:00,2012,3,23,19.01
2012-03-16 00:00:00,2012,3,24,20.54
2012-03-17 00:00:00,2012,3,1,26.33
2012-03-17 00:00:00,2012,3,2,22.25
2012-03-17 00:00:00,2012,3,3,18.4
2012-03-17 00:00:00,2012,3,4,18.7
2012-03-17 00:00:00,2012,3,5,18.9
2012-03-17 00:00:00,2012,3,6,17.8
2012-03-17 00:00:00,2012,3,7,21.4
2012-03-17 00:00:00,2012,3,8,19.97
2012-03-17 00:00:00,2012,3,9,23.6
2012-03-17 00:00:00,2012,3,10,350.4
2012-03-17 00:00:00,2012,3,11,305.93
2012-03-17 00:00:00,2012,3,12,27.35
2012-03-17 00:00:00,2012,3,13,28.35
2012-03-17 00:00:00,2012,3,14,22.98
2012-03-17 00:00:00,2012,3,15,22.38
2012-03-17 00:00:00,2012,3,16,25
2012-03-17 00:00:00,2012,3,17,22.06
2012-03-17 00:00:00,2012,3,18,19.52
2012-03-17 00:00:00,2012,3,19,20.94
2012-03-17 00:00:00,2012,3,20,30.1
2012-03-17 00:00:00,2012,3,21,45.17
2012-03-17 00:00:00,2012,3,22,25.07
2012-03-17 00:00:00,2012,3,23,25.67
2012-03-17 00:00:00,2012,3,24,19.19
2012-03-18 00:00:00,2012,3,1,23.16
2012-03-18 00:00:00,2012,3,2,21.46
2012-03-18 00:00:00,2012,3,3,15.97
2012-03-18 00:00:00,2012,3,4,16.4
2012-03-18 00:00:00,2012,3,5,13.19
2012-03-18 00:00:00,2012,3,6,15.41
2012-03-18 00:00:00,2012,3,7,16.09
2012-03-18 00:00:00,2012,3,8,16.49
2012-03-18 00:00:00,2012,3,9,17.15
2012-03-18 00:00:00,2012,3,10,11.57
2012-03-18 00:00:00,2012,3,11,10.74
2012-03-18 00:00:00,2012,3,12,14.96
2012-03-18 00:00:00,2012,3,13,16.24
2012-03-18 00:00:00,2012,3,14,15.96
2012-03-18 00:00:00,2012,3,15,15.32
2012-03-18 00:00:00,2012,3,16,13.65
2012-03-18 00:00:00,2012,3,17,10.28
2012-03-18 00:00:00,2012,3,18,16.34
2012-03-18 00:00:00,2012,3,19,18.69
2012-03-18 00:00:00,2012,3,20,116.86
2012-03-18 00:00:00,2012,3,21,30.94
2012-03-18 00:00:00,2012,3,22,26.72
2012-03-18 00:00:00,2012,3,23,22.15
2012-03-18 00:00:00,2012,3,24,18.59
2012-03-19 00:00:00,2012,3,1,18.08
2012-03-19 00:00:00,2012,3,2,16.19
2012-03-19 00:00:00,2012,3,3,12.85
2012-03-19 00:00:00,2012,3,4,15.34
2012-03-19 00:00:00,2012,3,5,13.29
2012-03-19 00:00:00,2012,3,6,14.93
2012-03-19 00:00:00,2012,3,7,21.49
2012-03-19 00:00:00,2012,3,8,25.7
2012-03-19 00:00:00,2012,3,9,29
2012-03-19 00:00:00,2012,3,10,23.61
2012-03-19 00:00:00,2012,3,11,22.29
2012-03-19 00:00:00,2012,3,12,25.18
2012-03-19 00:00:00,2012,3,13,24.3
2012-03-19 00:00:00,2012,3,14,23.61
2012-03-19 00:00:00,2012,3,15,20.26
2012-03-19 00:00:00,2012,3,16,19.16
2012-03-19 00:00:00,2012,3,17,18.21
2012-03-19 00:00:00,2012,3,18,19.42
2012-03-19 00:00:00,2012,3,19,20.69
2012-03-19 00:00:00,2012,3,20,39.82
2012-03-19 00:00:00,2012,3,21,28.63
2012-03-19 00:00:00,2012,3,22,27.2
2012-03-19 00:00:00,2012,3,23,25.43
2012-03-19 00:00:00,2012,3,24,17.71
2012-03-20 00:00:00,2012,3,1,17.52
2012-03-20 00:00:00,2012,3,2,13.78
2012-03-20 00:00:00,2012,3,3,16.32
2012-03-20 00:00:00,2012,3,4,16.18
2012-03-20 00:00:00,2012,3,5,17.68
2012-03-20 00:00:00,2012,3,6,23.24
2012-03-20 00:00:00,2012,3,7,29.37
2012-03-20 00:00:00,2012,3,8,25.72
2012-03-20 00:00:00,2012,3,9,29.19
2012-03-20 00:00:00,2012,3,10,20.88
2012-03-20 00:00:00,2012,3,11,20.45
2012-03-20 00:00:00,2012,3,12,20.44
2012-03-20 00:00:00,2012,3,13,20.54
2012-03-20 00:00:00,2012,3,14,19.93
2012-03-20 00:00:00,2012,3,15,19.73
2012-03-20 00:00:00,2012,3,16,18.4
2012-03-20 00:00:00,2012,3,17,17.3
2012-03-20 00:00:00,2012,3,18,20.37
2012-03-20 00:00:00,2012,3,19,18.87
2012-03-20 00:00:00,2012,3,20,22.05
2012-03-20 00:00:00,2012,3,21,22.31
2012-03-20 00:00:00,2012,3,22,20.02
2012-03-20 00:00:00,2012,3,23,16.45
2012-03-20 00:00:00,2012,3,24,16.46
2012-03-21 00:00:00,2012,3,1,12.82
2012-03-21 00:00:00,2012,3,2,11.47
2012-03-21 00:00:00,2012,3,3,11.62
2012-03-21 00:00:00,2012,3,4,13.14
2012-03-21 00:00:00,2012,3,5,17.14
2012-03-21 00:00:00,2012,3,6,20.86
2012-03-21 00:00:00,2012,3,7,21.04
2012-03-21 00:00:00,2012,3,8,21.32
2012-03-21 00:00:00,2012,3,9,22.89
2012-03-21 00:00:00,2012,3,10,21.11
2012-03-21 00:00:00,2012,3,11,19.61
2012-03-21 00:00:00,2012,3,12,20.07
2012-03-21 00:00:00,2012,3,13,20.53
2012-03-21 00:00:00,2012,3,14,19.94
2012-03-21 00:00:00,2012,3,15,19.51
2012-03-21 00:00:00,2012,3,16,18.56
2012-03-21 00:00:00,2012,3,17,19.72
2012-03-21 00:00:00,2012,3,18,19.2
2012-03-21 00:00:00,2012,3,19,17.53
2012-03-21 00:00:00,2012,3,20,21.76
2012-03-21 00:00:00,2012,3,21,20.04
2012-03-21 00:00:00,2012,3,22,17.52
2012-03-21 00:00:00,2012,3,23,15.44
2012-03-21 00:00:00,2012,3,24,15.38
2012-03-22 00:00:00,2012,3,1,25.9
2012-03-22 00:00:00,2012,3,2,15.86
2012-03-22 00:00:00,2012,3,3,-25.68
2012-03-22 00:00:00,2012,3,4,14.95
2012-03-22 00:00:00,2012,3,5,14.14
2012-03-22 00:00:00,2012,3,6,16.42
